category,local_label,ccdef_label,loinc_code,loinc_shortname
clinical,DONUT1,,14577-1,ABO + Rh Bld Donr
clinical,DOSE,,XON10442-2,
clinical,DPHEN,,39476-7,Diphenhy SerPl-sCnc
clinical,DSC,,54247-2,Drug screen comment Ur-Imp
clinical,E2,,TR10173-3,
clinical,E2,,14715-7,Estradiol SerPl-sCnc
clinical,EBQU,,5002-1,EBV DNA Bld Ql NAA+probe
clinical,ELAS,,25907-7,Elastase Panc Stl-mCnt
clinical,ENABSC,,14722-3,ENA Ab Ser Ql
clinical,ENTERT,,5843-8,EV XXX Cult
clinical,EOSI,,712-0,Eosinophil # Bld Manual
clinical,EPI,,14711-6,Epineph Plas-sCnc
clinical,ERYC2,,46087-3,RBC tube2 # CSF Manual
clinical,ESM,,TR10514-8,
clinical,ESR,,TR10494-3,
clinical,ETHGLY,,14721-5,Ethylene Glycol SerPl-sCnc
clinical,FBS,,TR10219-4,
clinical,FBS,,14771-0,Glucose p fast SerPl-sCnc
clinical,FBSROS,,TR10496-8,
clinical,FBSROS,,33900-2,Fetal Cell Scn Bld Ql Rosette
clinical,FC3,,6801-5,C3 Fld-mCnc
clinical,FC4,,6908-8,C4 Fld-mCnc
clinical,FCIL,,35477-9,Cil columnar lining cells/leuk Fld
clinical,FCREA,,25386-4,Creat Fld-sCnc
clinical,FER,,TR10186-5,
clinical,FER,,20567-4,Ferritin SerPl IA-mCnc
clinical,FFATAC,,15066-4,NEFA SerPl-sCnc
clinical,FFN,,TR11410-8,
clinical,FGLU,,14745-4,Glucose Fld-sCnc
clinical,FHPLC,,42246-9,Hgb F MFr Bld HPLC
clinical,FIB,,TR10556-9,
clinical,FII,,XON10661-7,
clinical,FIO2,,XON10442-2,
clinical,FIX,,3186-4,Fact IXa PPP-aCnc
clinical,FLCL,,2072-7,Chloride Fld-sCnc
clinical,FLK,,2821-7,Potassium Fld-sCnc
clinical,FLOW,,TR12659-9,
clinical,FLTNC,,55793-4,Nuc cell # Fld
clinical,FMAST,,69910-8,Basophils/Masts/leuk NFr Fld
clinical,FNA,,2950-4,Sodium Fld-sCnc
clinical,FNEU,,26502-5,Neutrophils # Prt
clinical,FOL,,TR10192-3,
clinical,FOL,,14732-2,Folate SerPl-sCnc
clinical,FOTHR,,13528-5,Unident Cells/leuk NFr Fld Manual
clinical,FPLAS,,51386-1,Plasma Cells/leuk NFr Fld Manual
clinical,FREEPE,,32109-1,Phenytoin Free SerPl-sCnc
clinical,FRT3,,14928-6,T3Free SerPl-sCnc
clinical,FSH,,TR10193-1,
clinical,FSQ,,35652-7,Epi Cells NFr Fld
clinical,FT4,,TR10424-0,
clinical,FT4,,14920-3,T4 Free SerPl-sCnc
clinical,FTNC,,55793-4,Nuc cell # Fld
clinical,FTUM,,51625-2,Malignant cells NFr Fld Manual
clinical,FURE,,25549-7,Urea Fld-sCnc
clinical,FV,,3192-2,Fact Va PPP-aCnc
clinical,FVII,,3197-1,Fact VIIa PPP-aCnc
clinical,FVIII,,3208-6,Fact VIIIa PPP-aCnc
clinical,FX,,3217-7,Fact Xa PPP-aCnc
clinical,FXI,,53222-6,Fact XIa PPP-aCnc
clinical,FXII,,3231-8,Fact XIIa PPP-aCnc
clinical,FXIII,,TR10552-8,
clinical,FXIII,,3237-5,Fact XIIIa PPP-aCnc
clinical,G6PDS,,TR10499-2,
clinical,G6PDS,,2356-4,G6PD RBC Ql
clinical,GAL,,62310-8,GALC DBS-cCnc
clinical,GBPT,,25425-0,Gabapentin SerPl-sCnc
clinical,GENT,,TR10208-7,
clinical,GENTPO,,TR10207-9,
clinical,GENTPR,,TR10209-5,
clinical,GGT,,TR10203-8,
clinical,GLU,,TR10220-2,
clinical,GLU,,14749-6,Glucose SerPl-sCnc
clinical,GLUP,,14743-9,Glucose BldC Glucomtr-sCnc
clinical,GM1G,,50770-7,GM1 Gangl IgG/IgM Ser IA-Rto
clinical,GMR,,XON10487-7,
clinical,GRP,,6841-1,Grape IgE Qn
clinical,GT50G1,,TR11996-6,
clinical,GT50G1,,14754-6,Glucose 1h p 50 g Glc PO SerPl-sCnc
clinical,GTNPA2,,TR10213-7,
clinical,GTNPA2,,14759-5,Glucose 2h p Glc SerPl-sCnc
clinical,GTNPAF,,TR10219-4,
clinical,GTNPAF,,14771-0,Glucose p fast SerPl-sCnc
clinical,H,,50863-0,H ion Bld-sCnc
clinical,HAPT,,TR10227-7,
clinical,HBEO,,59362-4,Race or ethnicity OMB.1997
clinical,HBH,,4587-2,Hgb H MFr Bld Elph
clinical,HBS,,71858-5,Hgb S MFr.DF Bld HPLC
clinical,HCG,,TR10126-1,
clinical,HDL,,14646-4,HDLc SerPl-sCnc
clinical,HECOM,,XON10323-4,
clinical,HGBA1C,,TR10228-5,
clinical,HITCO,,18337-6,OH-Itraconaz SerPl-mCnc
clinical,HITS,,XON10337-4,
clinical,IDFINL,,TR10470-3,
clinical,IDFINL,,14575-5,Bld gp Ab Invest PlasRBC-Imp
clinical,IFAB,,11564-2,IF Ab Ser-aCnc
clinical,IFE,,TR10376-2,
clinical,IGAN,,TR10240-0,
clinical,IGE,,TR10242-6,
clinical,IGECOM,,TR11944-6,
clinical,IGECOM,,XON10296-2,
clinical,IGFCOM,,XON12659-9,
clinical,IGGI,,38488-3,IgG Ser-aCnc
clinical,IGGN,,TR10243-4,
clinical,IGGN,,38488-3,IgG Ser-aCnc
clinical,IGGT,,38488-3,IgG Ser-aCnc
clinical,IGMI,,13313-2,IgM Ab.IgM SerPl-aCnc
clinical,IGMN,,TR10246-7,
clinical,IMGD,,2460-4,IgD Ser-mCnc
clinical,INFABT,,62462-7,FLUAV+FLUBV RNA XXX Ql NAA+probe
clinical,INR,,38875-1,INR PPP/Bld
clinical,INSUL,,TR10252-5,
clinical,INSUL,,14796-7,Insulin SerPl-sCnc
clinical,IONCA,,12180-6,Ca-I SerPl ISE-sCnc
clinical,IRF,,33516-6,Imm Retics NFr
clinical,IRON,,TR10259-0,
clinical,IRON,,14798-3,Iron SerPl-sCnc
clinical,ISO,,14802-3,Isopropanol SerPl-sCnc
clinical,K,,TR10359-8,
clinical,KBK,,TR10496-8,
clinical,KCOM,,TR11439-7,
clinical,KCOM,,XON10314-3,
clinical,KOH,,658-5,Calcofluor white XXX
clinical,LACCSF,,TR10264-0,
clinical,LACCSF,,2520-5,Lactate CSF-sCnc
clinical,LACOM,,TR11439-7,
clinical,LACOM,,XON10635-1,
clinical,LAMOT,,25458-1,lamoTRIgine SerPl-sCnc
clinical,LDH,,TR10265-7,
clinical,LDH,,14804-9,LDH SerPl L to P-cCnc
clinical,LDL,,22748-8,LDLc SerPl-sCnc
clinical,LEAD,,14807-2,Lead Bld-sCnc
clinical,LEADCO,,XON12663-1,
clinical,LEVE,,48347-9,levETIRAcetam SerPl-sCnc
clinical,LH,,TR10282-2,
clinical,LI,,TR10278-0,
clinical,LIPOA,,2573-4,HDL SerPl-mCnc
clinical,LKM,,14272-9,LKM Ab Ser Ql
clinical,LRATIO,,32309-7,Cholest/HDLc SerPl-sRto
clinical,LYMC,,24105-9,Lymphoma Cells # Bld Manual
clinical,LYMPH,,732-8,Lymphocytes # Bld Manual
clinical,MAG,,31522-6,MAG IgM Ser Ql
clinical,MALAC,,TR10509-8,
clinical,MALAC,,XON11860-4,
clinical,MALP,,TR11439-7,
clinical,MALS,,32700-7,Malaria Smear Bld
clinical,MALTE,,XON10487-7,
clinical,MALTH,,10182-4,Hx of Travel
clinical,MANGS,,25467-2,Manganese SerPl-sCnc
clinical,MCHR,,71694-4,Hgb Retic Qn Auto
clinical,MENT,,49671-1,N men DNA XXX Ql NAA+probe
clinical,MEOH,,14835-3,Methanol SerPl-sCnc
clinical,MERCWB,,25170-2,Mercury Bld-sCnc
clinical,MESO,,40650-4,Mesothl Cell/leuk NFr Bld Manual
clinical,METHB,,TR10299-6,
clinical,METHB,,2619-5,MetHgb RBC Ql
clinical,MG,,TR10283-0,
clinical,MITOAB,,TR10648-4,
clinical,MITOAB,,14236-4,Mitochondria Ab Ser Ql
clinical,MIXCOM,,TR11944-6,
clinical,MIXCOM,,XON10296-2,
clinical,MP2,,35559-4,M Protein 2 SerPl Elph-mCnc
clinical,MP2T,,13348-8,Monoclon Band Obs SerPl
clinical,MPGM2,,35561-0,M Protein 2 Ur-mCnc
clinical,MPGRAM,,40661-1,M Protein Ur Elph-mCnc
clinical,MPOQ,,29643-4,Myeloperoxidase Ab Ser Ql IA
clinical,MPRAT2,,44932-2,M Protein 2 MFr SerPl Elph
clinical,MPRTIO,,34366-5,Prot/Creat Ur-Rto
clinical,MPT,,13348-8,Monoclon Band Obs SerPl
clinical,MPTP2,,51437-2,M Protein 2 Ur Elph-mCnc
clinical,MPTYP,,13348-8,Monoclon Band Obs SerPl
clinical,MTX,,TR10300-2,
clinical,MUSK,,51763-1,MuSK Ab Titr SerPl
clinical,NCA,,19072-8,Ca-I adj pH7.4 SerPl-sCnc
clinical,NCC,,58906-9,Nuc cell # CSF Manual
clinical,NCC2,,58906-9,Nuc cell # CSF Manual
clinical,NDNA,,TR10636-9,
clinical,NDNA,,31348-6,dsDNA Ab Ser Ql
clinical,NERC,,30392-5,nRBC # Bld
clinical,NEUT,,753-4,Neutrophils # Bld Manual
clinical,NMDAS,,XON13182-1,
clinical,NMO,,43638-6,AQP4 H2O channel IgG SerPl Ql
clinical,NTM1,,30164-8,Nut Allerg Mix IgE Ql
clinical,OCBLD,,799-7,RBC # Ur Manual
clinical,OPDT,,41445-8,Deprecated O+P XXX
clinical,ORGANU,,2676-5,Organic Acids Ur Ql
clinical,OS,,48557-3,Origin Stone
clinical,OSM,,TR10329-1,
clinical,OXALU,,15086-2,Oxalate Ur-sCnc
clinical,PACOM,,XON10314-3,
clinical,PALB,,TR10360-6,
clinical,PANCAS,,8088-7,ENA PCNA Ab Ser Ql
clinical,PC,,TR10579-1,
clinical,PC,,6006-1,Prot C PPP Chro-aCnc
clinical,PCOM,,TR11439-7,
clinical,PCOM,,XON10323-4,
clinical,PCOMF,,TR11439-7,
clinical,PCOMF,,XON10323-4,
clinical,PCRC12,,XON10441-4,
clinical,PCRC21,,XON10441-4,
clinical,PCRC24,,XON10441-4,
clinical,PCRC29,,XON10441-4,
clinical,PCRC31,,XON10441-4,
clinical,PCRC33,,XON10441-4,
clinical,PCRC35,,XON10441-4,
clinical,PCRC36,,XON10441-4,
clinical,PCRC38,,XON10441-4,
clinical,PCRC39,,XON10441-4,
clinical,PCRC40,,XON10441-4,
clinical,PCRC44,,XON10441-4,
clinical,PCRC44,,XON10441-4,
clinical,PCRC45,,XON10441-4,
clinical,PCRC5,,XON10441-4,
clinical,PECOM,,TR11847-1,
clinical,PECOM,,XON10321-8,
clinical,PENY,,TR10346-5,
clinical,PENY,,14877-5,Phenytoin SerPl-sCnc
clinical,PERCT2,,59800-3,M Protein 2 MFr Ur Elph
clinical,PFIONC,,XON12171-5,
clinical,PFNCA,,XON12860-3,
clinical,PGND,,6217-4,Pigeon Drop IgE Qn
clinical,PGNF,,10948-8,Pigeon Feather IgE Qn
clinical,PH,,TR11470-2,
clinical,PHNO,,TR10340-8,
clinical,PHNO,,14874-2,PHENobarb SerPl-sCnc
clinical,PHOS,,TR10348-1,
clinical,PHOS,,14879-1,Phosphate SerPl-sCnc
clinical,PHYA,,22671-2,Phytanate SerPl-sCnc
clinical,PKAS,,2912-4,PK RBC-cCnc
clinical,PLTAB,,TR10577-5,
clinical,PLTAB,,24375-8,Platelet Ab Ser Ql
clinical,PLTE,,49497-1,Platelet # Bld Est
clinical,PLTEB,,49497-1,Platelet # Bld Est
clinical,PLVIS,,TR10465-3,
clinical,PLVIS,,4691-2,Visc Plas
clinical,PLYM,,6863-5,Prolymphocytes # Bld Manual
clinical,PROG,,TR10366-3,
clinical,PROG,,14890-8,Progest SerPl-sCnc
clinical,PROIN,,27882-0,Proinsulin SerPl-sCnc
clinical,PROL,,TR10368-9,
clinical,PRRTF,,6202-6,Parrot Feather IgE Qn
clinical,PSA,,TR10372-1,
clinical,PSFREE,,TR11442-1,
clinical,PSFREE,,5889-1,Prot S Free PPP-aCnc
clinical,PT2,,TR11664-0,
clinical,PT2,,5956-8,PT imm NP Cont PPP
clinical,PTH,,TR10336-6,
clinical,PTH,,47180-5,PTH BS SerPl-sCnc
clinical,PTHPEP,,2729-2,PTH Related Prot SerPl-mCnc
clinical,PTT,,TR10537-9,
clinical,PTT2,,TR10538-7,
clinical,PTTPF,,TR10537-9,
clinical,PYRKIN,,2913-2,PK SerPl-cCnc
clinical,RARAH1,,TR10965-2,
clinical,RARAH1,,58779-0,Peanut (rAra h) 1 IgE Qn
clinical,RBCF,,14731-4,Folate RBC-sCnc
clinical,RENN,,35570-1,Renin Plas-mCnc
clinical,RES1,,XON10441-4,
clinical,RES11,,XON10441-4,
clinical,RES12,,XON10441-4,
clinical,RES13,,XON10441-4,
clinical,RES14,,XON10441-4,
clinical,RES16,,XON10441-4,
clinical,RES17,,XON10441-4,
clinical,RES18,,XON10441-4,
clinical,RES2,,XON10441-4,
clinical,RES21,,XON10441-4,
clinical,RES22,,XON10441-4,
clinical,RES23,,XON10441-4,
clinical,RES24,,XON10441-4,
clinical,RES25,,XON10441-4,
clinical,RES27,,XON10441-4,
clinical,RES5,,XON10441-4,
clinical,RES6,,XON10441-4,
clinical,RES7,,XON10441-4,
clinical,RES8,,XON10441-4,
clinical,RES9,,XON10441-4,
clinical,RETIC,,60474-4,Retics # Auto
clinical,REV,,59462-2,Clinical biochemist review
clinical,REVT3,,14929-4,T3Reverse SerPl-sCnc
clinical,RFN,,TR10662-5,
clinical,RP,,51632-8,Platelets.reticulated # Bld
clinical,RSVPT,,40987-0,RSV RNA XXX NAA+probe
clinical,SAL,,TR10389-5,
clinical,SAL,,14909-6,Salicylates SerPl-sCnc
clinical,SAL,,SAL,
clinical,SBPTNC,,55793-4,Nuc cell # Fld
clinical,SCOR,,51844-9,Cortis Sal-sCnc
clinical,SCREA,,14682-9,Creat SerPl-sCnc
clinical,SELE,,25521-6,Selenium SerPl-sCnc
clinical,SELECO,,XON12659-9,
clinical,SEVIS,,TR10465-3,
clinical,SEVIS,,41241-1,Visc Ser Ql
clinical,SG,,33513-3,Sp Gr XXX
clinical,SHBG,,TR10395-2,
clinical,SIC,,TR10513-0,
clinical,SIR,,TR11444-7,
clinical,SITE,,XON10442-2,
clinical,SLCOM,,TR11439-7,
clinical,SLCOM,,XON10323-4,
clinical,SMAB,,TR10670-8,
clinical,SMT,,TR10670-8,
clinical,SODS,,54247-2,Drug screen comment Ur-Imp
clinical,SPIN,,TR11824-0,
clinical,SPIN,,13591-3,Fact Inhib XXX PPP-aCnc
clinical,ST,,STL,
clinical,T3TOT,,14930-2,T3 SerPl-sCnc
clinical,TAC,,32721-3,Tacrolimus SerPl-mCnc
clinical,TACRO,,TR10407-5,
clinical,TACRO,,32721-3,Tacrolimus SerPl-mCnc
clinical,TBIIG,,40673-6,TSH BII Ser-aCnc
clinical,TBIL,,TR10065-1,
clinical,TBIL,,14631-6,Bilirub SerPl-sCnc
clinical,TCOM,,XON10487-7,
clinical,TCOMB,,XON10487-7,
clinical,TCOMC,,XON10487-7,
clinical,TCOMF,,XON10487-7,
clinical,TEST,,TR10411-7,
clinical,TEST,,14913-8,Testost SerPl-sCnc
clinical,TFER,,TR10435-6,
clinical,THEO,,TR10415-8,
clinical,THEO,,14915-3,Theophylline SerPl-sCnc
clinical,THGLB,,14918-7,Thyroglob SerPl-sCnc
clinical,THLRBC,,47130-0,Thallium RBC-sCnc
clinical,THYBGL,,27980-2,T4BG SerPl-sCnc
clinical,TINTRP,,TR11710-1,
clinical,TINTRP,,14924-5,Transf React PlasRBC-Imp
clinical,TITRE,,TR11562-6,
clinical,TITRE,,15343-7,Bld gp Ab Scn Titr SerPl
clinical,TITREC,,TR10605-4,
clinical,TITREC,,14658-9,CA Titr SerPl
clinical,TOBPOS,,TR10427-3,
clinical,TOBPRE,,TR10429-9,
clinical,TOBR,,TR10428-1,
clinical,TOP,,25541-4,Topiramate SerPl-sCnc
clinical,TP,,TR10374-7,
clinical,TPMTC,,XON10336-6,
clinical,TR36,,XON10441-4,
clinical,TRIG,,TR10438-0,
clinical,TRIG,,14927-8,Trigl SerPl-sCnc
clinical,TROP,,TR10445-5,
clinical,TS,,33725-3,Tumor site
clinical,TSH,,TR10421-6,
clinical,TT,,TR10539-5,
clinical,TURBID,,20627-6,Turbidity Ur Ql
clinical,U5HICT,,14684-5,Creat 24h Ur-sRate
clinical,U5HIL,,25971-3,5OH-indoleacetate 24h Ur-sCnc
clinical,UALCOM,,XON10336-6,
clinical,UALCR,,25886-3,Creat 24h Ur-sCnc
clinical,UCAN,,3427-2,Cannabinoids Ur Ql
clinical,UCATCT,,14684-5,Creat 24h Ur-sRate
clinical,UCITCT,,25886-3,Creat 24h Ur-sCnc
clinical,UCOC,,XON10462-0,
clinical,UCRYS,,38459-4,Crystals #/area UrnS HPF
clinical,UEPI,,46133-5,Epi Cells #/area UrnS LPF
clinical,UG,,15076-3,Glucose Ur-sCnc
clinical,UHSID,,TR10506-4,
clinical,UHSID,,17783-2,Hemosiderin Ur Ql Micro
clinical,UKET,,22702-5,Ketones Ur Strip-sCnc
clinical,UMDMA,,14267-9,MDMA Ur Ql
clinical,UMETCT,,14684-5,Creat 24h Ur-sRate
clinical,UMUC,,46421-4,Mucous Threads #/area UrnS HPF
clinical,UNIC,,48704-1,Unident Cells # Bld
clinical,UNOMER,,44924-9,Normetanephrine/Creat 24h Ur-sRto
clinical,UOSM,,TR10329-1,
clinical,UPECOM,,49299-1,Prot Pattern Ur Elph-Imp
clinical,UPH,,TR11470-2,
clinical,UR2,,22664-7,Urea SerPl-sCnc
clinical,URALAT,,25301-3,Alanine 24h Ur-sRate
clinical,URALU,,52915-6,Aluminum Ur-sCnc
clinical,URAMNO,,14596-1,Amitrip+Nor Ur Ql
clinical,URCA,,TR10085-9,
clinical,URCA,,2004-0,Calcium Ur-sCnc
clinical,URCAT,,14637-3,Calcium 24h Ur-sRate
clinical,URCL,,TR10116-2,
clinical,URCLT,,2079-2,Chloride 24h Ur-sRate
clinical,URCO1,,45313-4,Copro1/Creat Ur-sRto
clinical,URCOPT,,14666-2,Copper 24h Ur-sRate
clinical,URCORT,,14676-1,Cortis F 24h Ur-sRate
clinical,URCRE,,22700-9,Urea Ur-sCnc
clinical,URCREA,,TR10149-3,
clinical,URCREA,,14683-7,Creat Ur-sCnc
clinical,URCRT,,14684-5,Creat 24h Ur-sRate
clinical,URDOPT,,44918-1,DOPamine/Creat 24h Ur-sRto
clinical,URE,,TR10451-3,
clinical,URE,,22664-7,Urea SerPl-sCnc
clinical,UREPI,,24522-5,Epineph/Creat Ur-sRto
clinical,URIC,,TR10450-5,
clinical,URIC,,14933-6,Urate SerPl-sCnc
clinical,URK,,TR10359-8,
clinical,URKT,,2829-0,Potassium 24h Ur-sRate
clinical,URMALR,,32294-1,Albumin/Creat Ur-Rto
clinical,URMG,,TR10283-0,
clinical,URMG,,2598-1,Magnesium Ur-sCnc
clinical,URMGT,,2599-9,Magnesium 24h Ur-sRate
clinical,URNA,,TR10397-8,
clinical,UROBIL,,34928-2,Urobilinogen Ur Strip-sCnc
clinical,URPHOS,,TR10348-1,
clinical,URPHOS,,13539-2,Phosphate Ur-sCnc
clinical,URPHOT,,14881-7,Phosphate 24h Ur-sRate
clinical,URPR,,TR10374-7,
clinical,URUREA,,TR10451-3,
clinical,URUREA,,22700-9,Urea Ur-sCnc
clinical,URURET,,25550-5,Urea 24h Ur-sRate
clinical,URURIC,,TR10450-5,
clinical,URURIC,,14934-4,Urate Ur-sCnc
clinical,URURIT,,14935-1,Urate 24h Ur-sRate
clinical,URVMAR,,14948-4,VMA/Creat Ur-sRto
clinical,UTECH,,XON10487-7,
clinical,UVMACT,,14684-5,Creat 24h Ur-sRate
clinical,VALP,,TR10457-0,
clinical,VALP,,14946-8,Valproate SerPl-sCnc
clinical,VANC,,TR10461-2,
clinical,VANCPO,,TR10460-4,
clinical,VANCPR,,TR10462-0,
clinical,VD25,,14635-7,25(OH)D3 SerPl-sCnc
clinical,VD25K,,14635-7,25(OH)D3 SerPl-sCnc
clinical,VITB12,,TR10138-6,
clinical,VITB12,,14685-2,Vit B12 SerPl-sCnc
clinical,VOLCOM,,XON10336-6,
clinical,VORI,,38370-3,Voriconazole SerPl-mCnc
clinical,VTM125,,60493-4,Calcidiol+Calciferol SerPl-sCnc
clinical,VTMA,,14905-4,Vit A SerPl-sCnc
clinical,VTMC,,14622-5,Vit C SerPl-sCnc
clinical,VTME,,29747-3,Tocopherols SerPl-sCnc
clinical,VWDC,,TR11439-7,
clinical,VWDC,,48595-3,von Willebrand eval PPP-Imp
clinical,VWFACM,,73978-9,vWf:Ac PPP IA-aCnc
clinical,VWFAGM,,41867-3,vWF Ag PPP-aCnc
clinical,VWFM,,TR10591-6,
clinical,VWFM,,6013-7,vWF multimers PPP IB
clinical,VZT,,11483-5,VZV DNA XXX Ql NAA+probe
clinical,WBPORQ,,15093-8,FEP Bld-sCnc
clinical,ZIN,,14955-9,Zinc SerPl-sCnc
clinical,ZINCOM,,XON12659-9,
clinical,A1AT,,TR10603-9,
clinical,A2MG,,TR10022-2,
clinical,ACARNP,,TR11689-7,
clinical,ACARNU,,TR11689-7,
clinical,ACCARN,,TR11689-7,
clinical,ACE,,TR10041-2,
clinical,ACECSF,,TR10041-2,
clinical,ACRAB,,TR10621-1,
clinical,ACTH,,TR10008-1,
clinical,ADH,,TR10042-0,
clinical,AFBS,,TR11730-9,
clinical,AGALAC,,TR12114-5,
clinical,ALDOS,,TR10015-6,
clinical,ALPISO,,TR10017-2,
clinical,ALUM,,TR10024-8,
clinical,AMIO,,TR10031-3,
clinical,AMIT,,TR10032-1,
clinical,AMYISO,,TR10039-6,
clinical,ANCAAB,,TR10653-4,
clinical,ANISAK,,TR11142-7,
clinical,ANTIXA,,TR10560-1,
clinical,APOA1,,TR10045-3,
clinical,APOB,,TR10046-1,
clinical,ARAHP,,TR10965-2,
clinical,ARBS,,TR11688-9,
clinical,ARS,,TR10049-5,
clinical,ARSULF,,TR10110-5,
clinical,ASOT,,TR11445-4,
clinical,ASPARA,,TR11184-9,
clinical,ASPERN,,TR11127-8,
clinical,ASPFUM,,TR11128-6,
clinical,ATAG,,TR11383-7,
clinical,B2GLPR,,TR10633-6,
clinical,BACTS,,TR11718-4,
clinical,BALDIF,,TR11392-8,
clinical,BGALAC,,TR12073-3,
clinical,BGAS,,TR11390-2,
clinical,BGLUCO,,TR11712-7,
clinical,BICA,,TR10086-7,
clinical,BKVQ,,TR12353-9,
clinical,BLOC,,TR11963-6,
clinical,BM,,TR11439-7,
clinical,BNPNTP,,TR11434-8,
clinical,BPORQ,,TR10357-2,
clinical,BSALP,,TR11380-3,
clinical,BTRANS,,TR10059-4,
clinical,C1EST,,TR10607-0,
clinical,C1ESTF,,TR10607-0,
clinical,C1QB,,TR11420-7,
clinical,C2,,TR10609-6,
clinical,C6,,TR10613-8,
clinical,CA125,,TR10088-3,
clinical,CA153,,TR10090-9,
clinical,CA199,,TR10092-5,
clinical,CABGAS,,TR11390-2,
clinical,CADBLD,,TR10080-0,
clinical,CALBAT,,TR10412-5,
clinical,CALC,,TR10087-5,
clinical,CALCIT,,TR10083-4,
clinical,CALPRO,,TR12040-2,
clinical,CARDA,,TR10524-7,
clinical,CARN,,TR10106-3,
clinical,CATECH,,TR10108-9,
clinical,CBC,,TR10477-8,
clinical,CCPAB,,TR11643-4,
clinical,CDIFFP,,TR12248-1,
clinical,CEA,,TR10105-5,
clinical,CER,,TR10112-1,
clinical,CH50,,TR10617-9,
clinical,CHE,,TR10123-8,
clinical,CHPN,,TR10688-0,
clinical,CHRMGA,,TR11622-8,
clinical,CHRMWB,,TR10128-7,
clinical,CHTC,,TR10689-8,
clinical,CLAT,,TR11511-3,
clinical,CLBGAS,,TR11390-2,
clinical,CLOBAZ,,TR10132-9,
clinical,CLON,,TR10134-5,
clinical,CLOZ,,TR10136-0,
clinical,CMP,,TR11801-8,
clinical,CMV,,TR12210-1,
clinical,CMVQ,,TR12251-5,
clinical,COBWB,,TR10140-2,
clinical,COLDAG,,TR10605-4,
clinical,COP,,TR10141-0,
clinical,COVID,,TR12936-1,
clinical,CPBGAS,,TR11390-2,
clinical,CPEP,,TR10079-2,
clinical,CPOPCR,,TR11748-1,
clinical,CRAB,,TR10987-6,
clinical,CRCL,,TR10150-1,
clinical,CRYO,,TR10622-9,
clinical,CSFCC,,TR10476-0,
clinical,CSFCC2,,TR10476-0,
clinical,CSFDIF,,TR11392-8,
clinical,CSFGP,,TR11801-8,
clinical,CTNGN,,TR11749-9,
clinical,CVBGAS,,TR11390-2,
clinical,CYAN,,TR11405-8,
clinical,CYAOUT,,TR10152-7,
clinical,CYSTC,,TR10153-5,
clinical,DATEGE,,TR11210-2,
clinical,DDI,,TR10541-1,
clinical,DFAP,,TR10719-3,
clinical,DIFF,,TR10487-7,
clinical,DIPHEN,,TR10165-9,
clinical,DRUGS,,TR10169-1,
clinical,EBVQ,,TR12233-3,
clinical,ELASF,,TR11695-4,
clinical,ELCFU,,TR11801-8,
clinical,ELCGU,,TR11801-8,
clinical,ENA,,TR10639-3,
clinical,ENASCR,,TR10639-3,
clinical,ENTERO,,TR11874-5,
clinical,EPO,,TR10172-5,
clinical,F10,,TR10548-6,
clinical,F11,,TR10549-4,
clinical,F12,,TR10550-2,
clinical,F13,,TR10552-8,
clinical,F2,,TR10543-7,
clinical,F5,,TR10545-2,
clinical,F7,,TR10546-0,
clinical,F8,,TR10547-8,
clinical,F9,,TR10544-5,
clinical,FFA,,TR10184-0,
clinical,FFATS,,TR10183-2,
clinical,FLALB,,TR10010-7,
clinical,FLAMYL,,TR10038-8,
clinical,FLC,,TR11636-8,
clinical,FLC3,,TR10610-4,
clinical,FLC4,,TR10611-2,
clinical,FLCC,,TR10476-0,
clinical,FLCREA,,TR10149-3,
clinical,FLDCHM,,TR11801-8,
clinical,FLDIF,,TR11392-8,
clinical,FLEL,,TR11663-2,
clinical,FLGLU,,TR10220-2,
clinical,FLLDH,,TR10265-7,
clinical,FLPH,,TR11470-2,
clinical,FLTP,,TR10374-7,
clinical,FLURE,,TR10451-3,
clinical,FMH,,TR10496-8,
clinical,FPENY,,TR10347-3,
clinical,FPSAB,,TR10373-9,
clinical,FT3,,TR10441-4,
clinical,FUNC,,TR10699-7,
clinical,FUNS,,TR11720-0,
clinical,GABA,,TR10199-8,
clinical,GADAB,,TR10642-7,
clinical,GALAC,,TR12072-5,
clinical,GAS,,TR10206-1,
clinical,GBMABS,,TR10641-9,
clinical,GH,,TR10398-6,
clinical,GLUPOC,,TR10220-2,
clinical,GM1MAB,,TR10632-8,
clinical,GMC,,TR12183-0,
clinical,GRAPE,,TR11001-5,
clinical,HA,,TR10643-5,
clinical,HAPTEL,,TR10227-7,
clinical,HBEL,,TR10503-1,
clinical,HELP,,TR11616-0,
clinical,HIT,,TR10562-7,
clinical,HIVPCR,,TR10843-1,
clinical,HIVVL,,TR11916-4,
clinical,HOMOCY,,TR10232-7,
clinical,HRDNA,,TR10821-7,
clinical,HSVZV,,TR10705-2,
clinical,IA2,,TR10656-7,
clinical,ICA,,TR10086-7,
clinical,IFA,,TR10645-0,
clinical,IGD,,TR10241-8,
clinical,IGEOUT,,TR10242-6,
clinical,IGF1,,TR10254-1,
clinical,IGFBP3,,TR11467-8,
clinical,IGGSUB,,TR10244-2,
clinical,INFAB,,TR12261-4,
clinical,INSAB,,TR10644-3,
clinical,IPS,,TR11630-1,
clinical,ITCON,,TR12165-7,
clinical,LA,,TR10565-0,
clinical,LAM,,TR10268-1,
